conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/27bddf8a-8a65-454e-acc1-3556496ff77b,"tend milk filling machines","",skill/competence,transversal,"Handle milk flowing to machines that fill cartons and bottles. Adjust the equipment so that they fill these containers with the right kind of milk—whole milk, low-fat milk or cream."
http://data.europa.eu/esco/skill/185b57ee-48e0-4753-a6e1-20a4e257c773,"tend honey extraction machine","",skill/competence,transversal,"Operate a machine such as radial or tangential extractors that extracts honey from combs."
http://data.europa.eu/esco/skill/d26d130c-8f1c-4bcc-a528-2da546e6d264,"tend dairy processing machines","",skill/competence,transversal,"Operate machines to process milk and other dairy products."
http://data.europa.eu/esco/skill/1f82e3a0-12e3-4670-a6f2-56d3a6a5c101,"tend cocoa cleaning machines","",skill/competence,transversal,"Operate a machine that removes from cocoa beans such foreign materials as stones and dirt."
http://data.europa.eu/esco/skill/89a4cd62-0911-403a-85ed-a8b5ad58db2b,"operate pulp control machine","",skill/competence,transversal,"Set up, operate and maintain specialised machinery and equipment to control the creation of pulp from wood, recyclable paper, and other cellulose materials."
http://data.europa.eu/esco/skill/988871ab-dcad-4217-87d0-4c33307f0981,"operate plastic machinery","",skill/competence,transversal,"Operate machines and equipment used for creating plastic parts and products such as injection, extrusion, compression or blow moulding machines."
http://data.europa.eu/esco/skill/70198e4e-86ad-4acc-a9eb-e24e2c107d18,"machinery products","",skill/competence,transversal,"The offered machinery products their functionalities, properties and legal and regulatory requirements."
http://data.europa.eu/esco/skill/01fec851-b5f4-419b-940a-3b4c835adfa8,"tend packaging machines","",skill/competence,transversal,"Tend packaging machines such as filling, labelling, and sealing machines. Stock and sort products to be processed according to specifications. Replenish packaging supplies as required, such as boxes, "
http://data.europa.eu/esco/skill/2f5846c1-1271-44aa-9cd8-4a99cb74cc8f,"disassemble machines","",skill/competence,transversal,"Disassemble machines following defined procedures and inventory for the suitable handling of parts. Ensure that machines can be reassembled following disassembly."
http://data.europa.eu/esco/skill/02e1ca57-0715-438b-886d-f0f938ac3efc,"sand blasting machine parts","",skill/competence,transversal,"The various parts of a type of sand blasting machinery, their qualities and applications, such as a treadle, blast nozzle, dust collecter, filter, abrasive materials and others."
http://data.europa.eu/esco/skill/442be689-4c4e-4bde-b987-93cf2bd24040,"parts of a surface grinding machine","",skill/competence,transversal,"The various compartments of machinery designed for grinding processes, such as the grinding wheel, wheel guard, table dog, saddle, table clamp, one-shot lubricator, and others."
http://data.europa.eu/esco/skill/acb43107-4354-40a5-8a82-9b9264fafacf,"footwear machinery","",skill/competence,transversal,"Tthe functionality of the wide range of machines, and the basic rules of regular maintenance."
http://data.europa.eu/esco/skill/d52b5f6f-8f3e-4689-b7c8-23b25b2ebc77,"Freinet teaching principles","",skill/competence,transversal,"The teaching and developmental methods and philosophy of Célestin Freinet, a French pedagogue. These principles involve learning concepts by trail and error, by invoking children's learning interests "
http://data.europa.eu/esco/skill/e3145bd7-7f35-44ec-a5dc-4417c5c9ab9a,"instructional design models","",skill/competence,transversal,"The guidelines or strategies for designing and developing instructions to ensure learners achieve the intended learning outcomes."
http://data.europa.eu/esco/skill/28e8a23b-0db7-45da-83c7-4ec5a236fe00,"tend meat packaging machine","",skill/competence,transversal,"Use machinery to package meat products under modified atmosphere, extending its shelf life."
http://data.europa.eu/esco/skill/7b969ac9-f085-4afb-a480-c5210fb4da7d,"milling machines","",skill/competence,transversal,"Milling and mills and their operation in theory and practice."
http://data.europa.eu/esco/skill/fe082ca0-91b4-430e-aee8-e552eba62349,"tend tumbling machine","",skill/competence,transversal,"Tend a machine designed to smoothen metal or stone surfaces by having the different pieces rub against each other inside a tumbling barrel, monitor and operate it according to regulations."
http://data.europa.eu/esco/skill/fd926b0d-c281-4eec-bf71-ac418c7d2561,"tend chain making machine","",skill/competence,transversal,"Tend a metalworking machine designed to form metal chains, monitor and operate it according to regulations."
http://data.europa.eu/esco/skill/f1d87808-9a9d-4d21-864c-41a73a98cda2,"tend upsetting machine","",skill/competence,transversal,"Tend an upsetting machine such as a crank press, designed for forming hot or cold metal by use of a high energy force and split dies, monitor and operate it, according to regulations."
http://data.europa.eu/esco/skill/7aa52bdc-9c56-4341-be65-e8e30f64403f,"monitor automated machines","",skill/competence,transversal,"Continuously check up on the automated machine's set-up and execution or make regular control rounds. If necessary, record and interpret data on the operating conditions of installations and equipment"
http://data.europa.eu/esco/skill/615bf0d1-91fb-4edb-8658-33b8306bdb9a,"tumbling machine parts","",skill/competence,transversal,"Various parts of a tumbling machine, such as a deburr tub, tumbling barrel, tumbling compound and steel media ceramic polishing pins, their qualities and applications. "
http://data.europa.eu/esco/skill/ca8e0a60-8a5e-4a7d-ba15-96a65610e805,"screw machine parts","",skill/competence,transversal,"The various parts of a machine designed to manufacture screws, such as the spindle, spindle drive motor, spindle speed change gear, lead cam, front cross slide cam, turret, turret feed dog carrier, an"
http://data.europa.eu/esco/skill/adabc2f7-826c-40f4-a58d-7f904e35a2a1,"tend meat processing production machines","",skill/competence,transversal,"Operate production equipment and tools to process meat and meat products."
http://data.europa.eu/esco/skill/86c9c4ae-efe5-42bb-a5d6-8e72b1dc21ee,"nibbling machine parts","",skill/competence,transversal,"The various parts, their characteristics and applications of machinery designed for nibbling processes, such as a punch, a die, a die locking boss, a slider, a shaft, a nose cap, and others."
http://data.europa.eu/esco/skill/bf7ff4e1-8bf1-41d4-bdf7-82c3cabfe7f9,"tend cigarette making machine","",skill/competence,transversal,"Tend cigarette making machine assuring fluent operations and sufficient equipment of materials in the machine such as leaves, filters, and glue. Put the cut and conditioned tobacco, known as cut fille"
http://data.europa.eu/esco/skill/f17e2759-b522-4505-ac1c-e58e8c2e29b1,"tend twisting machines","",skill/competence,transversal,"Set up, operate, and maintain twisting machines to spin two or more fibres together into a yarn."
http://data.europa.eu/esco/skill/cd962f27-5ffa-402c-8f48-73f15a735907,"tend textile dyeing machines","",skill/competence,transversal,"Operate textile dyeing machines keeping efficiency and productivity at high levels."
http://data.europa.eu/esco/skill/3c134a08-521f-489d-9ff0-d84fcdc963eb,"create SCORM packages","",skill/competence,transversal,"Develop educational packages for e-learning platforms using the Sharable Content Object Reference Model (SCORM) standard."
http://data.europa.eu/esco/skill/3e5ade3b-d5bc-46eb-aff4-7a2fa4257d09,"tend deburring machine","",skill/competence,transversal,"Tend a metalworking machine designed to remove excessive edges from a workpiece by applying deburring, abrasive machine processes, monitor and operate it according to regulations."
http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb,"emergent technologies","",skill/competence,transversal,"The recent trends, developments and innovations in modern technologies such as biotechnology, artificial intelligence and robotics."
http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,"principles of artificial intelligence","",skill/competence,transversal,"The artificial intelligence theories, applied principles, architectures and systems, such as intelligent agents, multi-agent systems, expert systems, rule-based systems, neural networks, ontologies an"
http://data.europa.eu/esco/skill/cc885179-7a29-483b-995c-515fcda547cd,"create artificial light","",skill/competence,transversal,"Create and set up artificial light sources using flashlights, screens and reflectors."
http://data.europa.eu/esco/skill/3635b5e3-bdaa-449e-ade4-2973e0a3aba6,"develop military intelligence records","",skill/competence,transversal,"Analyse information and develop military intelligence records by putting multiple types of information with other sources of information in perspective."
http://data.europa.eu/esco/skill/20b1d521-3d18-4b59-aee5-aaf296170c1b,"electronic signals intelligence","",skill/competence,transversal,"The types of military intelligence-gathering by the use of electronic sensors."
